epoch,step,train_auc_eval,train_f1_eval,train_loss,train_loss_epoch,train_loss_eval,train_map_eval,val_auc,val_f1,val_loss,val_map
27,7699,,,0.046698711812496185,,,,,,,
27,7799,,,0.04164459556341171,,,,,,,
27,7899,,,0.043255534023046494,,,,,,,
27,7923,,,,0.045455075800418854,,,,,,
28,7999,,,0.04406631365418434,,,,,,,
28,8099,,,0.04773533344268799,,,,,,,
28,8199,,,0.044253263622522354,,,,,,,
28,8206,,,,0.04577183723449707,,,,,,
29,8299,,,0.047035928815603256,,,,,,,
29,8399,,,0.046200644224882126,,,,,,,
29,8489,,,,0.045582521706819534,,,,,,
30,8499,,,0.045887481421232224,,,,,,,
30,8599,,,0.045566342771053314,,,,,,,
30,8699,,,0.045366980135440826,,,,,,,
30,8772,,,,0.04555463418364525,,,,,,
31,8799,,,0.050332535058259964,,,,,,,
31,8899,,,0.0471801795065403,,,,,,,
31,8999,,,0.044719189405441284,,,,,,,
31,9055,,,,0.04530471935868263,,,,,,
32,9099,,,0.04462519660592079,,,,,,,
32,9199,,,0.04021109640598297,,,,,,,
32,9299,,,0.04589450731873512,,,,,,,
32,9338,,,,0.045488402247428894,,,,,,
33,9399,,,0.0510375015437603,,,,,,,
33,9499,,,0.045677509158849716,,,,,,,
33,9599,,,0.04956003278493881,,,,,,,
33,9621,,,,0.045399460941553116,,,,,,
34,9699,,,0.04436730965971947,,,,,,,
34,9799,,,0.04472214728593826,,,,,,,
34,9899,,,0.044380709528923035,,,,,,,
34,9904,,,,0.04538552090525627,,,,,,
35,9999,,,0.04343496635556221,,,,,,,
35,10099,,,0.045069508254528046,,,,,,,
35,10187,,,,0.045489221811294556,,,,,,
36,10199,,,0.04482443258166313,,,,,,,
36,10299,,,0.043434299528598785,,,,,,,
36,10399,,,0.04407305642962456,,,,,,,
36,10470,,,,0.04535510018467903,,,,,,
37,10499,,,0.04671500623226166,,,,,,,
37,10599,,,0.04390999674797058,,,,,,,
37,10699,,,0.04357798397541046,,,,,,,
37,10753,,,,0.04528716579079628,,,,,,
38,10799,,,0.05159378424286842,,,,,,,
38,10899,,,0.04305817186832428,,,,,,,
38,10999,,,0.04550279304385185,,,,,,,
38,11036,,,,0.045336201786994934,,,,,,
39,11099,,,0.045570746064186096,,,,,,,
39,11199,,,0.04785161465406418,,,,,,,
39,11299,,,0.0453592874109745,,,,,,,
39,11319,,,,0.04527957737445831,,,,,,
40,11399,,,0.04349572956562042,,,,,,,
40,11499,,,0.041521742939949036,,,,,,,
40,11599,,,0.04468817636370659,,,,,,,
40,11602,,,,0.045076094567775726,,,,,,
41,11699,,,0.04342062398791313,,,,,,,
41,11799,,,0.04768624156713486,,,,,,,
41,11885,,,,0.04511120542883873,,,,,,
42,11899,,,0.047722894698381424,,,,,,,
42,11999,,,0.04630587622523308,,,,,,,
42,12099,,,0.04090195149183273,,,,,,,
42,12168,,,,0.04532073438167572,,,,,,
43,12199,,,0.041630685329437256,,,,,,,
43,12299,,,0.04347957670688629,,,,,,,
43,12399,,,0.046735044568777084,,,,,,,
43,12451,,,,0.04507888853549957,,,,,,
44,12499,,,0.04439928010106087,,,,,,,
44,12599,,,0.044068921357393265,,,,,,,
44,12699,,,0.04485306143760681,,,,,,,
44,12734,,,,0.04513273015618324,,,,,,
45,12799,,,0.046785466372966766,,,,,,,
45,12899,,,0.04438527673482895,,,,,,,
45,12999,,,0.05049886927008629,,,,,,,
45,13017,,,,0.04536845162510872,,,,,,
46,13099,,,0.04753034934401512,,,,,,,
46,13199,,,0.04589088633656502,,,,,,,
46,13299,,,0.0442035011947155,,,,,,,
46,13300,,,,0.045137688517570496,,,,,,
47,13399,,,0.04563574865460396,,,,,,,
47,13499,,,0.042401544749736786,,,,,,,
47,13583,,,,0.044996477663517,,,,,,
48,13599,,,0.04481767490506172,,,,,,,
48,13699,,,0.0488772988319397,,,,,,,
48,13799,,,0.04510347917675972,,,,,,,
48,13866,,,,0.045072101056575775,,,,,,
49,13899,,,0.04336255416274071,,,,,,,
49,13999,,,0.04373224824666977,,,,,,,
49,14099,,,0.04356544837355614,,,,,,,
49,14149,,,,0.045109741389751434,,,,,,
50,14199,,,0.043017156422138214,,,,,,,
50,14299,,,0.04823936149477959,,,,,,,
50,14399,,,0.04283447936177254,,,,,,,
50,14432,,,,0.04496648907661438,,,,,,
51,14499,,,0.04568370431661606,,,,,,,
51,14599,,,0.045870065689086914,,,,,,,
51,14699,,,0.04644853249192238,,,,,,,
51,14715,,,,0.04490497335791588,,,,,,
52,14799,,,0.04382835328578949,,,,,,,
52,14899,,,0.042776986956596375,,,,,,,
52,14998,,,,0.04488292708992958,,,,,,
53,14999,,,0.04297124221920967,,,,,,,
53,15099,,,0.0421675369143486,,,,,,,
53,15199,,,0.047223396599292755,,,,,,,
53,15281,,,,0.045013390481472015,,,,,,
54,15299,,,0.04132190719246864,,,,,,,
54,15399,,,0.04328521713614464,,,,,,,
54,15499,,,0.04862664267420769,,,,,,,
54,15564,,,,0.04494042694568634,,,,,,
55,15599,,,0.04561321437358856,,,,,,,
55,15699,,,0.04305768385529518,,,,,,,
55,15799,,,0.043160147964954376,,,,,,,
55,15847,,,,0.04492521658539772,,,,,,
56,15899,,,0.04239490255713463,,,,,,,
56,15999,,,0.04248463362455368,,,,,,,
56,16099,,,0.04414135590195656,,,,,,,
56,16130,,,,0.04500022903084755,,,,,,
57,16199,,,0.04796440526843071,,,,,,,
57,16299,,,0.04545136168599129,,,,,,,
57,16399,,,0.04533630982041359,,,,,,,
57,16413,,,,0.04476923868060112,,,,,,
58,16499,,,0.044887468218803406,,,,,,,
58,16599,,,0.04668082296848297,,,,,,,
58,16696,,,,0.044839080423116684,,,,,,
59,16699,,,0.04076093062758446,,,,,,,
59,16799,,,0.047222938388586044,,,,,,,
59,16899,,,0.042162273079156876,,,,,,,
59,16979,,,,0.04486849904060364,,,,,,
60,16999,,,0.0466490164399147,,,,,,,
60,17099,,,0.04246647655963898,,,,,,,
60,17199,,,0.04262365773320198,,,,,,,
60,17262,,,,0.04483204334974289,,,,,,
61,17299,,,0.04351401701569557,,,,,,,
61,17399,,,0.04748077690601349,,,,,,,
61,17499,,,0.040558844804763794,,,,,,,
61,17545,,,,0.04482607543468475,,,,,,
62,17599,,,0.03987835720181465,,,,,,,
62,17699,,,0.04695165157318115,,,,,,,
62,17799,,,0.047777704894542694,,,,,,,
62,17828,,,,0.044906191527843475,,,,,,
63,17899,,,0.0451381653547287,,,,,,,
63,17999,,,0.05021857097744942,,,,,,,
63,18099,,,0.0433313362300396,,,,,,,
63,18111,,,,0.044786643236875534,,,,,,
64,18199,,,0.04914398863911629,,,,,,,
64,18299,,,0.04780813306570053,,,,,,,
64,18394,,,,0.04474889114499092,,,,,,
65,18399,,,0.04493618756532669,,,,,,,
65,18499,,,0.040905144065618515,,,,,,,
65,18599,,,0.041420768946409225,,,,,,,
65,18677,,,,0.04477672278881073,,,,,,
66,18699,,,0.04592325538396835,,,,,,,
66,18799,,,0.04136497527360916,,,,,,,
66,18899,,,0.04897676035761833,,,,,,,
66,18960,,,,0.04484100267291069,,,,,,
67,18999,,,0.046305086463689804,,,,,,,
67,19099,,,0.044325217604637146,,,,,,,
67,19199,,,0.04337461292743683,,,,,,,
67,19243,,,,0.04479431360960007,,,,,,
68,19299,,,0.04731394350528717,,,,,,,
68,19399,,,0.044426120817661285,,,,,,,
68,19499,,,0.04214766249060631,,,,,,,
68,19526,,,,0.04482264816761017,,,,,,
69,19599,,,0.04227623715996742,,,,,,,
69,19699,,,0.047249868512153625,,,,,,,
69,19799,,,0.049193426966667175,,,,,,,
69,19809,,,,0.04472997039556503,,,,,,
70,19899,,,0.05142022669315338,,,,,,,
70,19999,,,0.043010443449020386,,,,,,,
70,20092,,,,0.044874534010887146,,,,,,
71,20099,,,0.046217210590839386,,,,,,,
71,20199,,,0.04136626794934273,,,,,,,
71,20299,,,0.047391101717948914,,,,,,,
71,20375,,,,0.04478250443935394,,,,,,
72,20399,,,0.04677736014127731,,,,,,,
72,20499,,,0.04410780966281891,,,,,,,
72,20599,,,0.04674019291996956,,,,,,,
72,20658,,,,0.04485462233424187,,,,,,
73,20699,,,0.045844681560993195,,,,,,,
73,20799,,,0.04678259417414665,,,,,,,
73,20899,,,0.04510081186890602,,,,,,,
73,20941,,,,0.04463173449039459,,,,,,
74,20999,,,0.04691239446401596,,,,,,,
74,21099,,,0.045970842242240906,,,,,,,
74,21199,,,0.04325475916266441,,,,,,,
74,21224,,,,0.044706832617521286,,,,,,
75,21299,,,0.04689966142177582,,,,,,,
75,21399,,,0.0458637960255146,,,,,,,
75,21499,,,0.041814129799604416,,,,,,,
75,21507,,,,0.044715870171785355,,,,,,
76,21599,,,0.04495634511113167,,,,,,,
76,21699,,,0.04519530385732651,,,,,,,
76,21790,,,,0.04455418884754181,,,,,,
77,21799,,,0.04544155299663544,,,,,,,
77,21899,,,0.04337063059210777,,,,,,,
77,21999,,,0.04998070374131203,,,,,,,
77,22073,,,,0.0447833426296711,,,,,,
78,22099,,,0.04829112067818642,,,,,,,
78,22199,,,0.048346810042858124,,,,,,,
78,22299,,,0.04694506153464317,,,,,,,
78,22356,,,,0.0448661632835865,,,,,,
79,22399,,,0.046838585287332535,,,,,,,
79,22499,,,0.04525240510702133,,,,,,,
79,22599,,,0.042837295681238174,,,,,,,
79,22639,,,,0.044752784073352814,,,,,,
80,22699,,,0.044690314680337906,,,,,,,
80,22799,,,0.04625917226076126,,,,,,,
80,22899,,,0.050088200718164444,,,,,,,
80,22922,,,,0.044698406010866165,,,,,,
81,22999,,,0.04345010221004486,,,,,,,
81,23099,,,0.04263753071427345,,,,,,,
81,23199,,,0.044657181948423386,,,,,,,
81,23205,,,,0.04470299184322357,,,,,,
82,23299,,,0.04442466050386429,,,,,,,
82,23399,,,0.04513666406273842,,,,,,,
82,23488,,,,0.04462011530995369,,,,,,
83,23499,,,0.045744750648736954,,,,,,,
83,23599,,,0.044588252902030945,,,,,,,
83,23699,,,0.04306434094905853,,,,,,,
83,23771,,,,0.04468635469675064,,,,,,
84,23799,,,0.03843235969543457,,,,,,,
84,23899,,,0.044004496186971664,,,,,,,
84,23999,,,0.043147310614585876,,,,,,,
84,24054,,,,0.04450134560465813,,,,,,
85,24099,,,0.0418282151222229,,,,,,,
85,24199,,,0.042638640850782394,,,,,,,
85,24299,,,0.04756065458059311,,,,,,,
85,24337,,,,0.04482410103082657,,,,,,
86,24399,,,0.04307975992560387,,,,,,,
86,24499,,,0.043425552546978,,,,,,,
86,24599,,,0.04568967968225479,,,,,,,
86,24620,,,,0.044633589684963226,,,,,,
87,24699,,,0.041681963950395584,,,,,,,
87,24799,,,0.04506678134202957,,,,,,,
87,24899,,,0.04511032626032829,,,,,,,
87,24903,,,,0.044670455157756805,,,,,,
88,24999,,,0.04257720336318016,,,,,,,
88,25099,,,0.044167302548885345,,,,,,,
88,25186,,,,0.04457544907927513,,,,,,
89,25199,,,0.04564175382256508,,,,,,,
89,25299,,,0.046243321150541306,,,,,,,
89,25399,,,0.04317641258239746,,,,,,,
89,25469,,,,0.04452664032578468,,,,,,
90,25499,,,0.04679519683122635,,,,,,,
90,25599,,,0.04264698922634125,,,,,,,
90,25699,,,0.04445808008313179,,,,,,,
90,25752,,,,0.04463610798120499,,,,,,
91,25799,,,0.04511845111846924,,,,,,,
91,25899,,,0.042854513972997665,,,,,,,
91,25999,,,0.04227808490395546,,,,,,,
91,26035,,,,0.04449915513396263,,,,,,
92,26099,,,0.044560350477695465,,,,,,,
92,26199,,,0.04465588182210922,,,,,,,
92,26299,,,0.048858337104320526,,,,,,,
92,26318,,,,0.04450341314077377,,,,,,
93,26399,,,0.04890386387705803,,,,,,,
93,26499,,,0.04200465604662895,,,,,,,
93,26599,,,0.04787362739443779,,,,,,,
93,26601,,,,0.04460914433002472,,,,,,
94,26699,,,0.041382797062397,,,,,,,
94,26799,,,0.046436093747615814,,,,,,,
94,26884,,,,0.04453306272625923,,,,,,
95,26899,,,0.043844982981681824,,,,,,,
95,26999,,,0.041637420654296875,,,,,,,
95,27099,,,0.03815637528896332,,,,,,,
95,27167,,,,0.044502925127744675,,,,,,
96,27199,,,0.04614153504371643,,,,,,,
96,27299,,,0.04285852238535881,,,,,,,
96,27399,,,0.04506523534655571,,,,,,,
96,27450,,,,0.0446406751871109,,,,,,
97,27499,,,0.04208719730377197,,,,,,,
97,27599,,,0.04523991793394089,,,,,,,
97,27699,,,0.049300141632556915,,,,,,,
97,27733,,,,0.044568587094545364,,,,,,
98,27799,,,0.04510007053613663,,,,,,,
98,27899,,,0.049013782292604446,,,,,,,
98,27999,,,0.04597775265574455,,,,,,,
98,28016,,,,0.044414978474378586,,,,,,
99,28099,,,0.046491898596286774,,,,,,,
99,28199,,,0.0483064241707325,,,,,,,
99,28299,,,0.0441085509955883,,,,,,,
99,99,0.8451590538024902,0.01894783228635788,,,0.044066187738844215,0.0800272524356842,,,,
99,28299,,,,,,,0.396475225687027,0.021416669711470604,0.043472256511449814,0.13503237068653107
99,28299,,,,0.044458650052547455,,,,,,
100,28399,,,0.043086618185043335,,,,,,,
100,28499,,,0.04189213737845421,,,,,,,
100,28582,,,,0.04447168856859207,,,,,,
101,28599,,,0.04983900114893913,,,,,,,
101,28699,,,0.042601022869348526,,,,,,,
101,28799,,,0.04588082805275917,,,,,,,
101,28865,,,,0.04446565732359886,,,,,,
102,28899,,,0.04481806978583336,,,,,,,
102,28999,,,0.042489200830459595,,,,,,,
102,29099,,,0.047273311764001846,,,,,,,
102,29148,,,,0.04462810978293419,,,,,,
103,29199,,,0.04336666315793991,,,,,,,
103,29299,,,0.04268941655755043,,,,,,,
103,29399,,,0.04383426159620285,,,,,,,
103,29431,,,,0.044335659593343735,,,,,,
104,29499,,,0.04845692589879036,,,,,,,
104,29599,,,0.04694031924009323,,,,,,,
104,29699,,,0.0432574562728405,,,,,,,
104,29714,,,,0.044662900269031525,,,,,,
105,29799,,,0.04762228578329086,,,,,,,
105,29899,,,0.04142337664961815,,,,,,,
105,29997,,,,0.04448620229959488,,,,,,
106,29999,,,0.04320148378610611,,,,,,,
106,30099,,,0.04200208559632301,,,,,,,
106,30199,,,0.043995440006256104,,,,,,,
106,30280,,,,0.044504374265670776,,,,,,
107,30299,,,0.04569021612405777,,,,,,,
107,30399,,,0.04538869485259056,,,,,,,
107,30499,,,0.04380660131573677,,,,,,,
107,30563,,,,0.044393494725227356,,,,,,
108,30599,,,0.04630716145038605,,,,,,,
108,30699,,,0.040492963045835495,,,,,,,
108,30799,,,0.04257303476333618,,,,,,,
108,30846,,,,0.04450145363807678,,,,,,
109,30899,,,0.04271845147013664,,,,,,,
109,30999,,,0.046609848737716675,,,,,,,
109,31099,,,0.04408092051744461,,,,,,,
109,31129,,,,0.04436066001653671,,,,,,
110,31199,,,0.04843730106949806,,,,,,,
110,31299,,,0.04133523628115654,,,,,,,
110,31399,,,0.04362410679459572,,,,,,,
110,31412,,,,0.04445112124085426,,,,,,
111,31499,,,0.04421346262097359,,,,,,,
111,31599,,,0.04058966413140297,,,,,,,
111,31695,,,,0.044529978185892105,,,,,,
112,31699,,,0.04564126208424568,,,,,,,
112,31799,,,0.04817984998226166,,,,,,,
112,31899,,,0.04255269840359688,,,,,,,
112,31978,,,,0.04427050054073334,,,,,,
113,31999,,,0.04201188683509827,,,,,,,
113,32099,,,0.04880547523498535,,,,,,,
113,32199,,,0.03958067670464516,,,,,,,
113,32261,,,,0.044395722448825836,,,,,,
114,32299,,,0.04525690898299217,,,,,,,
114,32399,,,0.03977048024535179,,,,,,,
114,32499,,,0.04619066044688225,,,,,,,
114,32544,,,,0.044280558824539185,,,,,,
115,32599,,,0.04256649315357208,,,,,,,
115,32699,,,0.047700099647045135,,,,,,,
115,32799,,,0.04790305718779564,,,,,,,
115,32827,,,,0.044529810547828674,,,,,,
116,32899,,,0.04638798162341118,,,,,,,
116,32999,,,0.047904059290885925,,,,,,,
116,33099,,,0.04627171531319618,,,,,,,
116,33110,,,,0.04445455223321915,,,,,,
117,33199,,,0.048040278255939484,,,,,,,
117,33299,,,0.04426626116037369,,,,,,,
117,33393,,,,0.044401828199625015,,,,,,
118,33399,,,0.03977586328983307,,,,,,,
118,33499,,,0.04292812943458557,,,,,,,
118,33599,,,0.0490293949842453,,,,,,,
118,33676,,,,0.04438553750514984,,,,,,
119,33699,,,0.049000754952430725,,,,,,,
119,33799,,,0.04499010369181633,,,,,,,
119,33899,,,0.04480346292257309,,,,,,,
119,33959,,,,0.044348184019327164,,,,,,
120,33999,,,0.04530523344874382,,,,,,,
120,34099,,,0.041791386902332306,,,,,,,
120,34199,,,0.04434394836425781,,,,,,,
120,34242,,,,0.04445740953087807,,,,,,
121,34299,,,0.045083433389663696,,,,,,,
121,34399,,,0.04806441441178322,,,,,,,
121,34499,,,0.04741863161325455,,,,,,,
121,34525,,,,0.04441392049193382,,,,,,
122,34599,,,0.04349999129772186,,,,,,,
122,34699,,,0.047033391892910004,,,,,,,
122,34799,,,0.04589284956455231,,,,,,,
122,34808,,,,0.04435769096016884,,,,,,
123,34899,,,0.043546468019485474,,,,,,,
123,34999,,,0.04254937171936035,,,,,,,
123,35091,,,,0.044371481984853745,,,,,,
124,35099,,,0.04226996749639511,,,,,,,
124,35199,,,0.04727582633495331,,,,,,,
124,35299,,,0.04993024095892906,,,,,,,
124,35374,,,,0.04429997131228447,,,,,,
125,35399,,,0.04462974891066551,,,,,,,
125,35499,,,0.04715209826827049,,,,,,,
125,35599,,,0.044581588357686996,,,,,,,
125,35657,,,,0.04425644502043724,,,,,,
126,35699,,,0.043369218707084656,,,,,,,
126,35799,,,0.045713040977716446,,,,,,,
126,35899,,,0.04191706329584122,,,,,,,
126,35940,,,,0.0442705899477005,,,,,,
127,35999,,,0.0412914864718914,,,,,,,
127,36099,,,0.0475328229367733,,,,,,,
127,36199,,,0.042052268981933594,,,,,,,
127,36223,,,,0.044390223920345306,,,,,,
128,36299,,,0.04052693769335747,,,,,,,
128,36399,,,0.04188067466020584,,,,,,,
128,36499,,,0.04824420064687729,,,,,,,
128,36506,,,,0.04436872527003288,,,,,,
129,36599,,,0.04516655206680298,,,,,,,
129,36699,,,0.04240914434194565,,,,,,,
129,36789,,,,0.044276654720306396,,,,,,
130,36799,,,0.04509849473834038,,,,,,,
130,36899,,,0.04521819204092026,,,,,,,
130,36999,,,0.0466940701007843,,,,,,,
130,37072,,,,0.04430414363741875,,,,,,
131,37099,,,0.04718270152807236,,,,,,,
131,37199,,,0.04270923510193825,,,,,,,
131,37299,,,0.043099407106637955,,,,,,,
131,37355,,,,0.04448457062244415,,,,,,
132,37399,,,0.044690635055303574,,,,,,,
132,37499,,,0.04554497078061104,,,,,,,
132,37599,,,0.048303231596946716,,,,,,,
132,37638,,,,0.04432296380400658,,,,,,
133,37699,,,0.041663654148578644,,,,,,,
133,37799,,,0.047327011823654175,,,,,,,
133,37899,,,0.04087119176983833,,,,,,,
133,37921,,,,0.0442306287586689,,,,,,
134,37999,,,0.04120667651295662,,,,,,,
134,38099,,,0.047593988478183746,,,,,,,
134,38199,,,0.04323143884539604,,,,,,,
134,38204,,,,0.04427417740225792,,,,,,
135,38299,,,0.044591743499040604,,,,,,,
135,38399,,,0.04521648585796356,,,,,,,
135,38487,,,,0.04417314752936363,,,,,,
136,38499,,,0.04449937120079994,,,,,,,
136,38599,,,0.04471353441476822,,,,,,,
136,38699,,,0.04374529793858528,,,,,,,
136,38770,,,,0.044201627373695374,,,,,,
137,38799,,,0.046254877001047134,,,,,,,
137,38899,,,0.046150535345077515,,,,,,,
137,38999,,,0.045089732855558395,,,,,,,
137,39053,,,,0.04429396241903305,,,,,,
138,39099,,,0.04666021093726158,,,,,,,
138,39199,,,0.047430600970983505,,,,,,,
138,39299,,,0.044320959597826004,,,,,,,
138,39336,,,,0.04424983263015747,,,,,,
139,39399,,,0.04411369189620018,,,,,,,
139,39499,,,0.04749007150530815,,,,,,,
139,39599,,,0.0448872372508049,,,,,,,
139,39619,,,,0.04408679157495499,,,,,,
140,39699,,,0.040677160024642944,,,,,,,
140,39799,,,0.0421932227909565,,,,,,,
140,39899,,,0.047218602150678635,,,,,,,
140,39902,,,,0.0441913902759552,,,,,,
141,39999,,,0.047467540949583054,,,,,,,
141,40099,,,0.0442986935377121,,,,,,,
141,40185,,,,0.04420769587159157,,,,,,
142,40199,,,0.04374691843986511,,,,,,,
142,40299,,,0.04400480166077614,,,,,,,
142,40399,,,0.04546847566962242,,,,,,,
142,40468,,,,0.044137414544820786,,,,,,
143,40499,,,0.03910623490810394,,,,,,,
143,40599,,,0.046379558742046356,,,,,,,
143,40699,,,0.0455348938703537,,,,,,,
143,40751,,,,0.044173821806907654,,,,,,
144,40799,,,0.04474116116762161,,,,,,,
144,40899,,,0.04381237551569939,,,,,,,
144,40999,,,0.04135660454630852,,,,,,,
144,41034,,,,0.04406146705150604,,,,,,
145,41099,,,0.04332392290234566,,,,,,,
145,41199,,,0.04784979671239853,,,,,,,
145,41299,,,0.043528541922569275,,,,,,,
145,41317,,,,0.04413934424519539,,,,,,
146,41399,,,0.04308994114398956,,,,,,,
146,41499,,,0.04980643466114998,,,,,,,
146,41599,,,0.04605114459991455,,,,,,,
146,41600,,,,0.04432060196995735,,,,,,
147,41699,,,0.03960234299302101,,,,,,,
147,41799,,,0.044016048312187195,,,,,,,
147,41883,,,,0.04406711831688881,,,,,,
148,41899,,,0.049549151211977005,,,,,,,
148,41999,,,0.04128114506602287,,,,,,,
148,42099,,,0.044049330055713654,,,,,,,
148,42166,,,,0.04408017918467522,,,,,,
149,42199,,,0.044415153563022614,,,,,,,
149,42299,,,0.04437948018312454,,,,,,,
149,42399,,,0.04455694928765297,,,,,,,
149,42449,,,,0.04419698193669319,,,,,,
150,42499,,,0.04236215353012085,,,,,,,
150,42599,,,0.0443541593849659,,,,,,,
150,42699,,,0.041087228804826736,,,,,,,
150,42732,,,,0.04412361979484558,,,,,,
151,42799,,,0.0403718501329422,,,,,,,
151,42899,,,0.044435687363147736,,,,,,,
151,42999,,,0.043048784136772156,,,,,,,
151,43015,,,,0.04413052275776863,,,,,,
152,43099,,,0.04413401708006859,,,,,,,
152,43199,,,0.045294344425201416,,,,,,,
152,43298,,,,0.044235292822122574,,,,,,
153,43299,,,0.04355133697390556,,,,,,,
153,43399,,,0.04359472915530205,,,,,,,
153,43499,,,0.04050057381391525,,,,,,,
153,43581,,,,0.044107649475336075,,,,,,
154,43599,,,0.04501020535826683,,,,,,,
154,43699,,,0.03928191587328911,,,,,,,
154,43799,,,0.04546103999018669,,,,,,,
154,43864,,,,0.04421757906675339,,,,,,
155,43899,,,0.0498034842312336,,,,,,,
155,43999,,,0.044907648116350174,,,,,,,
155,44099,,,0.04323810338973999,,,,,,,
155,44147,,,,0.0440361350774765,,,,,,
